ID,TOKENS,GLOSS 3 ENGL,MODIFIED,GLOSA 1 PORT,COGID,PWT,GLOSA 2 ENGL,CONCEPT,IPA,PET,GLOSA 2 PORT,ALIGNMENT,COUNTERPART,GLOSA 3 PORT,CONTEXT,DOCULECT
525,m ɨ̃ h ã,GLOSS 3 ENGL,FALSE,vocês,46,PWT,GLOSA 2 ENGL,you all,~bɨha,PET,GLOSA 2 PORT,m ɨ̃ h ã ( - - - - - - ),~bɨha,GLOSA 3 PORT,AXBZ,WAN
526,m ɨ tj a,,FALSE,,46,,,you all,*mɨ-tja,,,m ɨ ts a ( - - - - - - ),,,AXBZ,*PT
527,m ɨ̃ ʔn õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~bɨʔdo,PET,GLOSA 2 PORT,m ɨ̃ ʔn õ,~bɨʔdo,GLOSA 3 PORT,AXBZ,BAS
528,m ũ n ũ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~budu,PET,GLOSA 2 PORT,m ũ n ũ,~budu,GLOSA 3 PORT,AXBZ,DES
529,m ɨ̃ n õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~bɨdo,PET,GLOSA 2 PORT,m ɨ̃ n õ,~bɨdo,GLOSA 3 PORT,AXBZ,KAR
530,m ɨ t o,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,mɨto,PET,GLOSA 2 PORT,m ɨ t o,mɨto,GLOSA 3 PORT,AXBZ,KOR
531,m ɨ n o,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,mɨno,PET,GLOSA 2 PORT,m ɨ n o,mɨno,GLOSA 3 PORT,AXBZ,KUE
532,m ɨ t o,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,mɨto,PET,GLOSA 2 PORT,m ɨ t o,mɨto,GLOSA 3 PORT,AXBZ,MAI
533,m ɨ t o,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,mɨto,PET,GLOSA 2 PORT,m ɨ t o,mɨto,GLOSA 3 PORT,AXBZ,SEK
534,m u t o,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,muto,PET,GLOSA 2 PORT,m u t o,muto,GLOSA 3 PORT,AXBZ,SIO
535,m ĩ ʔr̃ õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~biʔro,PET,GLOSA 2 PORT,m ĩ ʔr õ,~biʔro,GLOSA 3 PORT,AXBZ,TAN
536,m ɨ̃ ʔn õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~bɨʔdo,PET,GLOSA 2 PORT,m ɨ̃ ʔn õ,~bɨʔdo,GLOSA 3 PORT,AXBZ,TUK
537,m ɨ̃ n õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~bɨdo,PET,GLOSA 2 PORT,m ɨ̃ n õ,~bɨdo,GLOSA 3 PORT,AXBZ,TUY
538,m ɨ̃ ʔt õ,GLOSS 3 ENGL,FALSE,tabaco,47,PWT,GLOSA 2 ENGL,tobacco,~bɨʔto,PET,GLOSA 2 PORT,m ɨ̃ ʔt õ,~bɨʔto,GLOSA 3 PORT,AXBZ,WAN
539,m ɨ tʔ o,,TRUE,,47,,,tobacco,*mɨtʔo,,,m ɨ tʔ o,,,AXBZ,*PT
540,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,BAS
541,m ɨ̃ n ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨde,PET,GLOSA 2 PORT,m ɨ̃ n ẽ,~bɨde,GLOSA 3 PORT,AXBZ,DES
542,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,KAR
543,m ɨ th e,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,mɨthe,PET,GLOSA 2 PORT,m ɨ th e,mɨthe,GLOSA 3 PORT,AXBZ,KOR
544,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,KUB
545,m ɨ n e,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,mɨne,PET,GLOSA 2 PORT,m ɨ n e,mɨne,GLOSA 3 PORT,AXBZ,KUE
546,m ɨ t e,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,mɨte,PET,GLOSA 2 PORT,m ɨ t e,mɨte,GLOSA 3 PORT,AXBZ,MAI
547,m u ʔt e,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,muʔte,PET,GLOSA 2 PORT,m u ʔt e,muʔte,GLOSA 3 PORT,AXBZ,SEK
548,m ɨ t e,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,mɨte,PET,GLOSA 2 PORT,m ɨ t e,mɨte,GLOSA 3 PORT,AXBZ,SIO
549,m ĩ r̃ ĩ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~biri,PET,GLOSA 2 PORT,m ĩ r ĩ,~biri,GLOSA 3 PORT,AXBZ,TAN
550,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,TUK
551,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,TUY
552,m ɨ̃ t ẽ,GLOSS 3 ENGL,FALSE,caba,48,PWT,GLOSA 2 ENGL,mosquito,~bɨte,PET,GLOSA 2 PORT,m ɨ̃ t ẽ,~bɨte,GLOSA 3 PORT,AXBZ,WAN
553,m ɨ t e,,FALSE,,48,,,mosquito,*mɨte,,,m ɨ t e,,,AXBZ,*PT
554,n e o,GLOSS 3 ENGL,FALSE,carvão,49,PWT,grease (kub),charcoal (2),neo,PET,gordura (kub),n e o,neo,GLOSA 3 PORT,AXZ,KOR
555,n ẽ õ,GLOSS 3 ENGL,FALSE,carvão,49,PWT,grease (kub),charcoal (2),~deo,PET,gordura (kub),n ẽ õ,~deo,GLOSA 3 PORT,AXZ,KUB
556,n e o,GLOSS 3 ENGL,FALSE,carvão,49,PWT,grease (kub),charcoal (2),neo,PET,gordura (kub),n e o,neo,GLOSA 3 PORT,AXZ,MAI
557,n ẽ õ,GLOSS 3 ENGL,FALSE,carvão,49,PWT,grease (kub),charcoal (2),~deo,PET,gordura (kub),n ẽ õ,~deo,GLOSA 3 PORT,AXZ,SEK
558,n e o,GLOSS 3 ENGL,FALSE,carvão,49,PWT,grease (kub),charcoal (2),neo,PET,gordura (kub),n e o,neo,GLOSA 3 PORT,AXZ,SIO
559,n e o,,TRUE,,49,,,charcoal (2),*neo,,,n e o,,,AXZ,*PT
560,r̃ e e,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~ree,PET,GLOSA 2 PORT,r ẽ - e,~ree,GLOSA 3 PORT,AXZ,BAS
561,n ẽ ʔ ẽ,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~deʔe,PET,GLOSA 2 PORT,n ẽ ʔ ẽ,~deʔe,GLOSA 3 PORT,AXBZ,DES
562,n e e,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~dee,PET,GLOSA 2 PORT,n e - e,~dee,GLOSA 3 PORT,AXZ,KAR
563,n e ʔ e,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,neʔe,PET,GLOSA 2 PORT,n e ʔ e,neʔe,GLOSA 3 PORT,AXBZ,KOR
564,n ẽ ĩ,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~dei,PET,GLOSA 2 PORT,n ẽ - ĩ,~dei,GLOSA 3 PORT,AXZ,KUB
565,n ẽ ʔ ẽ,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~deʔe,PET,GLOSA 2 PORT,n ẽ ʔ ẽ,~deʔe,GLOSA 3 PORT,AXBZ,SEK
566,n e ʔ e,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,neʔe,PET,GLOSA 2 PORT,n e ʔ e,neʔe,GLOSA 3 PORT,AXBZ,SIO
567,n ẽ ʔ ẽ,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~deʔe,PET,GLOSA 2 PORT,n ẽ ʔ ẽ,~deʔe,GLOSA 3 PORT,AXBZ,TUK
568,n ã ʔ ã,GLOSS 3 ENGL,FALSE,buriti,50,PWT,GLOSA 2 ENGL,buriti palm,~daʔa,PET,GLOSA 2 PORT,n ã ʔ ã,~daʔa,GLOSA 3 PORT,AXBZ,WAN
569,n e ʔ e,,FALSE,,50,,,buriti palm,*neʔe,,,n e ʔ e,,,AXBZ,*PT
570,r̃ ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~riti,PET,GLOSA 2 PORT,r ĩ t ĩ,~riti,GLOSA 3 PORT,AXBZ,BAS
571,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,DES
572,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,KAR
573,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,TAN
574,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,TUK
575,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,TUY
576,n ĩ t ĩ,GLOSS 3 ENGL,FALSE,carvão,51,PWT,GLOSA 2 ENGL,charcoal (1),~diti,PET,GLOSA 2 PORT,n ĩ t ĩ,~diti,GLOSA 3 PORT,AXBZ,WAN
577,n i t t i,,TRUE,,51,,,charcoal (1),*nitti,,,n i tt i,,,AXBZ,*PT
578,r̃ ɨ̃ ŋ õ,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,~rɨgo,PET,GLOSA 2 PORT,r ɨ̃ ŋ õ,~rɨgo,GLOSA 3 PORT,AXBZ,BAS
579,n ũ ŋ ũ,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,~dugu,PET,GLOSA 2 PORT,n ũ ŋ ũ,~dugu,GLOSA 3 PORT,AXBZ,DES
580,n ɨ̃ k ã,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,~dɨka,PET,GLOSA 2 PORT,n ɨ̃ k ã,~dɨka,GLOSA 3 PORT,AXBZ,KAR
581,n ɨ kh a,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,nɨkha,PET,GLOSA 2 PORT,n ɨ kh a,nɨkha,GLOSA 3 PORT,AXBZ,KOR
582,n ú,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,~dú,PET,GLOSA 2 PORT,n ú - -,~dú,GLOSA 3 PORT,AX,KUB
583,n ɨ k a,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,nɨka,PET,GLOSA 2 PORT,n ɨ k a,nɨka,GLOSA 3 PORT,AXBZ,MAI
584,d ɨ̃ k a,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,dɨ̃ka,PET,GLOSA 2 PORT,n ɨ̃ k a,dɨ̃ka,GLOSA 3 PORT,AXBZ,SEK
585,n ɨ k a,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,̃dɨka,PET,GLOSA 2 PORT,n ɨ̃ k a,nɨka,GLOSA 3 PORT,AXBZ,SIO
586,n ɨ̃ ʔk ã,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,̃dɨʔka,PET,GLOSA 2 PORT,n ɨ̃ ʔk ã,~dɨʔka,GLOSA 3 PORT,AXBZ,TUK
587,n ũ k ũ,GLOSS 3 ENGL,FALSE,parar,52,PWT,GLOSA 2 ENGL,stop,~duku,PET,GLOSA 2 PORT,n ũ k ũ,~duku,GLOSA 3 PORT,AXBZ,TUY
588,n ɨ kʔ,,TRUE,,52,,,stop,*nɨkʔ-,,,n ɨ kʔ -,,,AXN,*PT
589,n ũ n ĩ,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,~dudi,PET,GLOSA 2 PORT,n ũ - ( n ĩ ),~dudi,GLOSA 3 PORT,AXBZ,KAR
590,n õ ẽ,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,~doe,PET,GLOSA 2 PORT,n õ ẽ ( - - ),~doe,GLOSA 3 PORT,AXZ,KUB
591,n o n i,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,noni,PET,GLOSA 2 PORT,n o - ( n i ),noni,GLOSA 3 PORT,AXBZ,KUE
592,n o a,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,noa,PET,GLOSA 2 PORT,n o a ( - - ),noa,GLOSA 3 PORT,AXZ,MAI
593,r ũ r i,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,rũri,PET,GLOSA 2 PORT,r ũ - ( r i ),rũri,GLOSA 3 PORT,AXBZ,TAN
594,n ũ n ĩ,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,~dudi,PET,GLOSA 2 PORT,n ũ - ( n ĩ ),~dudi,GLOSA 3 PORT,AXBZ,TUK
595,s e j u a,GLOSS 3 ENGL,FALSE,pênis,143,PWT,GLOSA 2 ENGL,penis,sejua,PET,GLOSA 2 PORT,s e j u a,sejua,GLOSA 3 PORT,AXBYZ,TUY
596,n ũ n ɨ̃,GLOSS 3 ENGL,FALSE,pênis,53,PWT,GLOSA 2 ENGL,penis,~dudɨ,PET,GLOSA 2 PORT,n ũ - ( n ɨ̃ ),~dudɨ,GLOSA 3 PORT,AXBZ,WAN
597,n o,,FALSE,,53,,,penis,*no-,,,n o - ( - - ),,,AX,*PT
598,o t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oti,PET,GLOSA 2 PORT,o t i,oti,GLOSA 3 PORT,XBZ,BAS
599,o t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oti,PET,GLOSA 2 PORT,o t i,oti,GLOSA 3 PORT,XBZ,DES
600,o t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oti,PET,GLOSA 2 PORT,o t i,oti,GLOSA 3 PORT,XBZ,KAR
601,o i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oi,PET,GLOSA 2 PORT,o - i,oi,GLOSA 3 PORT,XZ,KOR
602,o,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,o,PET,GLOSA 2 PORT,o - -,o,GLOSA 3 PORT,X,KUB
604,o i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oi,PET,GLOSA 2 PORT,o - i,oi,GLOSA 3 PORT,XZ,MAI
605,o i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oi,PET,GLOSA 2 PORT,o - i,oi,GLOSA 3 PORT,XZ,SEK
606,o i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oi,PET,GLOSA 2 PORT,o - i,oi,GLOSA 3 PORT,XZ,SIO
607,u t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,uti,PET,GLOSA 2 PORT,u t i,uti,GLOSA 3 PORT,XBZ,TUY
608,t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,ti,PET,GLOSA 2 PORT,- t i,ti,GLOSA 3 PORT,AX,WAN
609,o t i,GLOSS 3 ENGL,FALSE,chorar,54,PWT,GLOSA 2 ENGL,to cry,oti,PET,GLOSA 2 PORT,o t i,oti,GLOSA 3 PORT,XBZ,YUP
610,o,,FALSE,,54,,,to cry,*o-,,,o - -,,,X,*PT
611,o c o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,oco,PET,GLOSA 2 PORT,- o - t∫ o,oco,GLOSA 3 PORT,XBZ,BAS
612,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,DES
613,o s o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,oso,PET,GLOSA 2 PORT,- o - s o,oso,GLOSA 3 PORT,XBZ,KAR
614,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,KOR
615,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,KUB
616,h o i j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,hoijo,PET,GLOSA 2 PORT,h o i j o,hoijo,GLOSA 3 PORT,AXYBZ,KUE
617,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,MAI
618,o s o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,oso,PET,GLOSA 2 PORT,- o - s o,oso,GLOSA 3 PORT,XBZ,PIR
619,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,SEK
620,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,SIO
621,o j o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,ojo,PET,GLOSA 2 PORT,- o - j o,ojo,GLOSA 3 PORT,XBZ,TAN
622,o s o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,oso,PET,GLOSA 2 PORT,- o - s o,oso,GLOSA 3 PORT,XBZ,TUK
623,o s o,GLOSS 3 ENGL,FALSE,morcego,55,PWT,GLOSA 2 ENGL,bat,oso,PET,GLOSA 2 PORT,- o - s o,oso,GLOSA 3 PORT,XBZ,TUY
624,o j o,,FALSE,,55,,,bat,*ojo,,,- o - j o,,,XBZ,*PT
625,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,BAS
626,d e k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,deko,PET,GLOSA 2 PORT,d e - k o ( - - - - ),deko,GLOSA 3 PORT,AXBZ,DES
627,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,KAR
628,o kh o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,okho,PET,GLOSA 2 PORT,- - o kh o ( - - - - ),okho,GLOSA 3 PORT,XBZ,KOR
629,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,KUB
630,k o t a p u,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,kotapu,PET,GLOSA 2 PORT,- - - k o ( t a p u ),kotapu,GLOSA 3 PORT,AXBYBZ,KUE
631,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,MAI
632,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,SEK
633,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,SIO
634,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,TAN
635,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,TUK
636,o k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,oko,PET,GLOSA 2 PORT,- - o k o ( - - - - ),oko,GLOSA 3 PORT,XBZ,TUY
637,k o,GLOSS 3 ENGL,FALSE,água,56,PWT,GLOSA 2 ENGL,water,ko,PET,GLOSA 2 PORT,- - - k o ( - - - - ),ko,GLOSA 3 PORT,AX,WAN
638,o k k o,,TRUE,,56,,,water,*okko,,,- - o kk o ( - - - - ),,,XBZ,*PT
639,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,BAS
640,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,DES
641,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,KAR
642,o th e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,othe,PET,GLOSA 2 PORT,- o th e -,othe,GLOSA 3 PORT,XBZ,KOR
643,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,KUB
644,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,MAI
645,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,SEK
646,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,SIO
647,h o t o,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,hoto,PET,GLOSA 2 PORT,h o t o -,hoto,GLOSA 3 PORT,AXBZ,TAN
648,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,TUK
649,o t e,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,ote,PET,GLOSA 2 PORT,- o t e -,ote,GLOSA 3 PORT,XBZ,TUY
650,t o a,GLOSS 3 ENGL,FALSE,planta,57,PWT,GLOSA 2 ENGL,plant,toa,PET,GLOSA 2 PORT,- - t o a,toa,GLOSA 3 PORT,AXZ,WAN
651,o t t e,,TRUE,,57,,,plant,*otte,,,- o tt e -,,,XBZ,*PT
652,b e k o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,beko,PET,GLOSA 2 PORT,b e k o,beko,GLOSA 3 PORT,AXBZ,BAS
653,b e k a,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,beka,PET,GLOSA 2 PORT,b e k a,beka,GLOSA 3 PORT,AXBZ,DES
654,b e k o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,beko,PET,GLOSA 2 PORT,b e k o,beko,GLOSA 3 PORT,AXBZ,KAR
655,p e kh o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,pekho,PET,GLOSA 2 PORT,p e kh o,pekho,GLOSA 3 PORT,AXBZ,KOR
656,b e k u,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,beku,PET,GLOSA 2 PORT,b e k u,beku,GLOSA 3 PORT,AXBZ,MAI
657,p e k o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,peko,PET,GLOSA 2 PORT,pʔ e k o,peko,GLOSA 3 PORT,AXBZ,SEK
658,pʔ e k o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,pʔeko,PET,GLOSA 2 PORT,pʔ e k o,pʔeko,GLOSA 3 PORT,AXBZ,SIO
659,b e k o,GLOSS 3 ENGL,FALSE,larva,58,PWT,GLOSA 2 ENGL,larva,beko,PET,GLOSA 2 PORT,b e k o,beko,GLOSA 3 PORT,AXBZ,TUK
660,pʔ e k k o,,TRUE,,58,,,larva,*pʔekko,,,pʔ e kk o,,,AXBZ,*PT
